comuna,precio_93,precio_95,diesel
Sagrada Familia,1530.0,1557.0,1338.0
Sagrada Familia,1537.0,1571.0,1373.0
Sagrada Familia,1537.0,1571.0,1373.0
Sagrada Familia,1532.0,1557.0,1339.0
Teno,1531.0,1563.0,1363.0
Teno,1537.0,1571.0,1373.0
Teno,1534.0,1569.0,1370.0
Teno,1531.0,1563.0,1363.0
Vichuquén,1525.0,1565.0,1362.0
Vichuquén,1628.0,1670.0,1598.0
Linares,,,
Linares,1493.0,1534.0,1314.0
Linares,1493.0,1534.0,1314.0
Linares,1493.0,1534.0,1314.0
Linares,1493.0,1524.0,1314.0
Linares,1496.0,1536.0,1315.0
Linares,1493.0,1533.0,1314.0
Linares,1496.0,1536.0,1315.0
Linares,1495.0,1536.0,1316.0
Linares,,1534.0,1314.0
Linares,1496.0,1536.0,1315.0
Linares,1493.0,1524.0,1314.0
Linares,1504.0,1544.0,1326.0
Linares,1493.0,1534.0,1314.0
Linares,1493.0,1534.0,1314.0
Linares,1492.0,1533.0,1431.0
Linares,1496.0,1536.0,1315.0
Linares,1493.0,1534.0,1314.0
Colbún,1521.0,1547.0,1328.0
Colbún,1521.0,1547.0,1328.0
Longaví,1497.0,1524.0,1320.0
Longaví,1566.0,1593.0,1334.0
Longaví,1565.0,1609.0,1532.0
Longaví,1572.0,1599.0,1334.0
Parral,1521.0,1557.0,1341.0
Parral,1496.0,1527.0,1333.0
Parral,1495.0,1525.0,1333.0
Parral,1496.0,1527.0,1332.0
Parral,1496.0,1527.0,1332.0
Parral,1494.0,1527.0,1332.0
Parral,1496.0,1527.0,1333.0
Parral,1521.0,1557.0,1341.0
Parral,1521.0,1557.0,1341.0
Parral,1493.0,1527.0,1330.0
Parral,1521.0,1557.0,1341.0
Retiro,1521.0,1557.0,1341.0
Retiro,1498.0,1529.0,1334.0
Retiro,1526.0,1560.0,1346.0
San Javier,1507.0,1541.0,1324.0
San Javier,1507.0,1541.0,1324.0
San Javier,1525.0,1557.0,1333.0
San Javier,1500.0,1533.0,1321.0
San Javier,,,1303.0
San Javier,1516.0,1550.0,1326.0
San Javier,1507.0,1541.0,1324.0
San Javier,1505.0,1540.0,1322.0
Villa Alegre,1502.0,1542.0,1338.0
Villa Alegre,1496.0,1536.0,1336.0
Villa Alegre,1556.0,1599.0,1499.0
Yerbas Buenas,1493.0,1533.0,1314.0
Concepción,,,
Concepción,,,
Concepción,1499.0,1539.0,1332.0
Concepción,1513.0,1546.0,1337.0
Concepción,1514.0,1547.0,1338.0
Concepción,,,
Concepción,1475.0,1513.0,1306.0
Concepción,1486.0,1528.0,1308.0
Concepción,1511.0,1542.0,1330.0
Concepción,1512.0,1544.0,1336.0
Concepción,1484.0,1526.0,1306.0
Concepción,1576.0,1622.0,1427.0
Concepción,1514.0,1547.0,1338.0
Concepción,1513.0,1546.0,1334.0
Concepción,1512.0,1544.0,1336.0
Concepción,1511.0,1542.0,1330.0
Concepción,1513.0,1546.0,1337.0
Concepción,1512.0,1544.0,1336.0
Concepción,1486.0,1528.0,1308.0
Concepción,1513.0,1546.0,1337.0
Concepción,1486.0,1528.0,1308.0
Concepción,1511.0,1542.0,1330.0
Concepción,1513.0,1546.0,1337.0
Concepción,1513.0,1546.0,1337.0
Concepción,1475.0,1513.0,1298.0
Concepción,1511.0,1545.0,1335.0
Coronel,,,
Coronel,1504.0,1546.0,1331.0
Coronel,1504.0,1546.0,1331.0
Coronel,1504.0,1546.0,1331.0
Coronel,1509.0,1549.0,1336.0
Coronel,1506.0,1548.0,1332.0
Coronel,1505.0,1546.0,1333.0
Coronel,1505.0,1546.0,1333.0
Coronel,1504.0,1546.0,1331.0
Coronel,1506.0,1548.0,1331.0
Chiguayante,1489.0,1522.0,1321.0
Chiguayante,1489.0,1522.0,1321.0
Chiguayante,1489.0,1522.0,1321.0
Chiguayante,1489.0,1522.0,1321.0
Chiguayante,1489.0,1522.0,1321.0
Florida,1510.0,1545.0,1334.0
Hualqui,,1522.0,1321.0
Lota,1493.0,1533.0,1324.0
Lota,1495.0,1535.0,1326.0
Lota,1495.0,1534.0,1324.0
Lota,1493.0,1533.0,1324.0
Penco,1513.0,1546.0,1334.0
Penco,1510.0,1540.0,1328.0
Penco,1509.0,1541.0,1327.0
Penco,1513.0,1546.0,1334.0
Penco,1510.0,1540.0,1328.0
Penco,1513.0,1546.0,1334.0
San Pedro de la Paz,1504.0,1543.0,1332.0
San Pedro de la Paz,1504.0,1543.0,1334.0
San Pedro de la Paz,1506.0,1548.0,1332.0
San Pedro de la Paz,1506.0,1548.0,1332.0
San Pedro de la Paz,1504.0,1543.0,1334.0
San Pedro de la Paz,1504.0,1543.0,1333.0
San Pedro de la Paz,1504.0,1543.0,1334.0
Santa Juana,1505.0,1546.0,1331.0
Santa Juana,1504.0,1546.0,1329.0
Talcahuano,1489.0,1527.0,1317.0
Talcahuano,1486.0,1527.0,1317.0
Talcahuano,1487.0,1525.0,1315.0
Talcahuano,1512.0,1545.0,1334.0
Talcahuano,1486.0,1528.0,1320.0
Talcahuano,1486.0,1528.0,1320.0
Talcahuano,1512.0,1545.0,1334.0
Talcahuano,1489.0,1527.0,1317.0
Talcahuano,1489.0,1527.0,1317.0
Talcahuano,1512.0,1545.0,1335.0
Talcahuano,1486.0,1528.0,1318.0
Talcahuano,1485.0,1523.0,1323.0
Talcahuano,1486.0,1525.0,1317.0
Tomé,1512.0,1544.0,1327.0
Tomé,1507.0,1539.0,1327.0
Tomé,1512.0,1544.0,1327.0
Tomé,1512.0,1544.0,1328.0
Hualpén,1494.0,1534.0,1327.0
Hualpén,1486.0,1528.0,1320.0
Hualpén,,,
Hualpén,1499.0,1539.0,1332.0
Lebu,1518.0,1555.0,1341.0
Lebu,1518.0,1555.0,1341.0
Arauco,1612.0,1650.0,1448.0
Arauco,1518.0,1551.0,1331.0
Arauco,1528.0,1561.0,1336.0
Arauco,1518.0,1551.0,1331.0
Arauco,1518.0,1551.0,1331.0
Arauco,1518.0,1551.0,1331.0
Cañete,1523.0,1559.0,1348.0
Cañete,1523.0,1559.0,1348.0
Cañete,1523.0,1559.0,1348.0
Cañete,1523.0,1559.0,1348.0
Cañete,1523.0,1559.0,1348.0
Contulmo,1519.0,1557.0,1348.0
Curanilahue,1521.0,1555.0,1346.0
Curanilahue,1521.0,1555.0,1346.0
Los Álamos,1523.0,1559.0,1348.0
Los Álamos,1523.0,1559.0,1348.0
Tirúa,1534.0,1561.0,1354.0
Tirúa,1534.0,1561.0,1354.0
Los Ángeles,,,
Los Ángeles,,,
Los Ángeles,1490.0,1523.0,1326.0
Los Ángeles,1491.0,1525.0,1327.0
Los Ángeles,1490.0,1523.0,1326.0
Los Ángeles,1476.0,1509.0,1312.0
Los Ángeles,1476.0,1509.0,1318.0
Los Ángeles,1482.0,1515.0,1318.0
Los Ángeles,1522.0,1550.0,1346.0
Los Ángeles,1506.0,1547.0,1327.0
Los Ángeles,1476.0,1509.0,1318.0
Los Ángeles,1482.0,1515.0,1318.0
Los Ángeles,1490.0,1523.0,1326.0
Los Ángeles,1476.0,,1324.0
Los Ángeles,1482.0,1515.0,1318.0
Los Ángeles,1466.0,1500.0,1311.0
Los Ángeles,,,1354.0
Los Ángeles,1476.0,1509.0,1318.0
Los Ángeles,,,1324.0
Los Ángeles,1491.0,1525.0,1327.0
Los Ángeles,1482.0,1515.0,1318.0
Los Ángeles,1482.0,1515.0,1318.0
Los Ángeles,1486.0,1519.0,1322.0
Los Ángeles,1490.0,1523.0,1326.0
Los Ángeles,,,
Los Ángeles,,,
Los Ángeles,1490.0,1523.0,1326.0
Los Ángeles,1476.0,1509.0,1318.0
Los Ángeles,1585.0,1624.0,1444.0
Los Ángeles,1506.0,1547.0,1327.0
Antuco,1582.0,1597.0,1395.0
Cabrero,1510.0,1548.0,1322.0
Cabrero,1513.0,1543.0,1317.0
Cabrero,1513.0,1543.0,1317.0
Cabrero,1510.0,,1317.0
Cabrero,1510.0,1540.0,1315.0
Cabrero,1192.0,1221.0,913.0
Cabrero,1513.0,1543.0,1317.0
Cabrero,1510.0,1548.0,1322.0
Laja,1515.0,1545.0,1343.0
Laja,1515.0,1545.0,1343.0
Laja,1515.0,1545.0,1343.0
Mulchén,1520.0,1550.0,1346.0
Mulchén,1520.0,1550.0,1346.0
Mulchén,1522.0,1552.0,1348.0
Nacimiento,1526.0,1555.0,1348.0
Nacimiento,1526.0,1555.0,1348.0
Nacimiento,1526.0,1555.0,1348.0
Santa Bárbara,1519.0,1549.0,1343.0
Santa Bárbara,1519.0,1549.0,1343.0
Tucapel,1513.0,1548.0,1330.0
Hualqui,1514.0,1548.0,1332.0
Tucapel,1513.0,1548.0,1330.0
Yumbel,1509.0,1534.0,1328.0
Yumbel,1509.0,1534.0,1328.0
Chillán,,,
Chillán,1492.0,1529.0,1318.0
Chillán,1493.0,1528.0,1318.0
Chillán,1483.0,1531.0,1318.0
Chillán,1492.0,1529.0,1317.0
Chillán,1495.0,1532.0,1322.0
Chillán,1492.0,1529.0,1317.0
Chillán,,,
Chillán,1485.0,1520.0,1318.0
Chillán,1490.0,1525.0,1316.0
Chillán,1485.0,1533.0,1316.0
Chillán,1483.0,1531.0,1318.0
Chillán,1499.0,1537.0,1330.0
Chillán,1492.0,1529.0,1317.0
Chillán,,,
Chillán,,,
Chillán,1492.0,1529.0,1318.0
Chillán,1493.0,1528.0,1318.0
Chillán,1492.0,1529.0,1317.0
Chillán,1492.0,1529.0,1317.0
Chillán,1581.0,1623.0,1432.0
Chillán,1485.0,1533.0,1316.0
Chillán,1491.0,1531.0,1322.0
Chillán,1495.0,1532.0,1322.0
Chillán,1492.0,1529.0,1317.0
Bulnes,1515.0,1543.0,1330.0
Bulnes,1515.0,1543.0,1330.0
Bulnes,1515.0,1543.0,1330.0
Bulnes,1486.0,1519.0,1304.0
Bulnes,1515.0,1543.0,1330.0
Cobquecura,1524.0,1555.0,1344.0
Coelemu,1516.0,1547.0,1344.0
Coelemu,1516.0,1547.0,1342.0
Coihueco,1519.0,1548.0,1332.0
Coihueco,1519.0,1548.0,1332.0
Chillán Viejo,1522.0,1550.0,1350.0
Chillán Viejo,1522.0,1550.0,1350.0
Chillán Viejo,1492.0,1529.0,1317.0
Chillán Viejo,1522.0,1550.0,1350.0
Chillán Viejo,1492.0,1529.0,1317.0
El Carmen,1503.0,1533.0,1315.0
Ninhue,1592.0,1650.0,1449.0
Ñiquén,1503.0,1534.0,1335.0
Pemuco,1503.0,1533.0,1320.0
Pemuco,1503.0,1533.0,1320.0
Pinto,1498.0,1544.0,1340.0
Pinto,1493.0,1539.0,1330.0
Pinto,1494.0,1539.0,1332.0
Pinto,1493.0,1539.0,1330.0
Quillón,1500.0,1541.0,1342.0
Quillón,1503.0,1544.0,1345.0
Quirihue,1518.0,1549.0,1340.0
Quirihue,1518.0,1549.0,1340.0
Ránquil,1522.0,1550.0,1350.0
San Carlos,1520.0,1553.0,1341.0
San Carlos,1485.0,1525.0,1303.0
San Carlos,1487.0,1519.0,1300.0
San Carlos,1522.0,1557.0,1343.0
San Carlos,1520.0,1553.0,1341.0
San Carlos,1482.0,1522.0,1303.0
San Fabián,1500.0,1540.0,1318.0
San Ignacio,1498.0,1520.0,1314.0
San Ignacio,1499.0,1529.0,1329.0
Yungay,1502.0,1534.0,1335.0
Yungay,1551.0,1580.0,1370.0
Yungay,1502.0,1534.0,1335.0
Temuco,,,
Temuco,,,
Temuco,1531.0,1564.0,1358.0
Temuco,1532.0,1565.0,1360.0
Temuco,1533.0,1565.0,1360.0
Temuco,1532.0,1565.0,1359.0
Temuco,,1562.0,1355.0
Temuco,1523.0,1558.0,1348.0
Temuco,1527.0,1562.0,1355.0
Temuco,1188.0,1210.0,965.0
Temuco,1527.0,1562.0,1355.0
Temuco,1532.0,1565.0,1359.0
Temuco,1513.0,1547.0,1352.0
Temuco,1533.0,1565.0,1361.0
Temuco,1531.0,1564.0,1358.0
Temuco,1531.0,1564.0,1358.0
Temuco,1532.0,1565.0,1359.0
Temuco,1533.0,1565.0,1360.0
Temuco,1527.0,1562.0,1355.0
Temuco,1527.0,1562.0,1355.0
Temuco,1617.0,1657.0,1466.0
Temuco,1532.0,1565.0,1360.0
Temuco,1531.0,1564.0,1358.0
Temuco,1527.0,1562.0,1355.0
Temuco,1532.0,1565.0,1360.0
Temuco,1527.0,1562.0,1354.0
Temuco,1626.0,1664.0,1476.0
Temuco,1532.0,1565.0,1359.0
Temuco,1527.0,1562.0,1355.0
Temuco,1532.0,1565.0,1359.0
Temuco,1519.0,1554.0,1355.0
Temuco,1527.0,1562.0,1355.0
Temuco,1523.0,1558.0,1348.0
Temuco,1529.0,1562.0,1355.0
Carahue,1511.0,1553.0,1346.0
Carahue,1536.0,1574.0,1367.0
Carahue,1512.0,1554.0,1346.0
Carahue,1512.0,1554.0,1346.0
Cunco,1531.0,1568.0,1362.0
Cunco,1531.0,1568.0,1362.0
Cunco,1539.0,1579.0,1359.0
Cunco,1531.0,1568.0,1362.0
Curarrehue,1632.0,1663.0,1459.0
Freire,1535.0,1568.0,1361.0
Freire,1539.0,1571.0,1365.0
Galvarino,1548.0,1574.0,1354.0
Galvarino,1548.0,1574.0,1354.0
Gorbea,1530.0,1559.0,1374.0
Gorbea,1531.0,1560.0,1354.0
Lautaro,1529.0,1566.0,1351.0
Lautaro,1530.0,1563.0,1342.0
Lautaro,1529.0,1566.0,1351.0
Lautaro,1529.0,1566.0,1351.0
Lautaro,1530.0,1563.0,1342.0
Loncoche,1576.0,1601.0,1392.0
Loncoche,1550.0,1582.0,1359.0
Loncoche,1576.0,1601.0,1392.0
Loncoche,1550.0,1582.0,1358.0
Melipeuco,1600.0,1629.0,1378.0
Melipeuco,1600.0,1629.0,1378.0
Nueva Imperial,1532.0,1569.0,1357.0
Nueva Imperial,1532.0,1569.0,1357.0
Nueva Imperial,1536.0,1572.0,1359.0
Padre las Casas,1529.0,1563.0,1359.0
Padre las Casas,1527.0,1561.0,1355.0
Padre las Casas,1531.0,1564.0,1358.0
Padre las Casas,1528.0,1563.0,1357.0
Perquenco,1525.0,1558.0,1342.0
Pitrufquén,1528.0,1555.0,1359.0
Pitrufquén,1528.0,1555.0,1359.0
Pucón,1541.0,1573.0,1367.0
Pucón,1541.0,1573.0,1367.0
Pucón,1541.0,1573.0,1367.0
Pucón,1541.0,1573.0,1367.0
Pucón,1543.0,1577.0,1369.0
Saavedra,1542.0,1579.0,1366.0
Saavedra,1542.0,1580.0,1365.0
Teodoro Schmidt,1544.0,1581.0,1366.0
Teodoro Schmidt,1539.0,1579.0,1359.0
Teodoro Schmidt,1543.0,1579.0,1365.0
Toltén,1542.0,1577.0,1364.0
Toltén,1545.0,1579.0,1367.0
Vilcún,1534.0,1565.0,1364.0
Vilcún,1532.0,1564.0,1360.0
Villarrica,1538.0,1569.0,1365.0
Villarrica,1633.0,1668.0,1482.0
Villarrica,1542.0,1574.0,1367.0
Villarrica,1536.0,1568.0,1364.0
Villarrica,1632.0,1668.0,1109.0
Villarrica,1536.0,1568.0,1364.0
Villarrica,1543.0,1568.0,1368.0
Villarrica,1538.0,1569.0,1365.0
Villarrica,1542.0,1574.0,1367.0
Villarrica,1537.0,1568.0,1365.0
Villarrica,1541.0,1572.0,1367.0
Villarrica,1537.0,1568.0,1365.0
Cholchol,1589.0,1621.0,1444.0
Angol,,,
Angol,1508.0,1543.0,1326.0
Angol,1503.0,1536.0,1323.0
Angol,,,
Angol,1508.0,1543.0,1326.0
Angol,1508.0,1543.0,1326.0
Angol,1508.0,1543.0,1326.0
Angol,1508.0,1543.0,1326.0
Angol,1508.0,1543.0,1326.0
Collipulli,1537.0,1564.0,1347.0
Collipulli,1508.0,1543.0,1326.0
Collipulli,1540.0,1567.0,1347.0
Collipulli,1537.0,1564.0,1347.0
Curacautín,1509.0,1545.0,1321.0
Curacautín,1509.0,1545.0,1321.0
Curacautín,1509.0,1545.0,1321.0
Lonquimay,,,1368.0
Los Sauces,1508.0,1213.0,1331.0
Los Sauces,1508.0,1542.0,1331.0
Lumaco,1504.0,1530.0,1341.0
Lumaco,1539.0,1567.0,1380.0
Lumaco,1598.0,1629.0,1458.0
Purén,1519.0,1557.0,1348.0
Purén,1519.0,1557.0,1348.0
Renaico,1521.0,1561.0,1357.0
Traiguén,1529.0,1554.0,1359.0
Traiguén,1529.0,1554.0,1359.0
Traiguén,1529.0,1554.0,1359.0
Victoria,1492.0,1525.0,1317.0
Victoria,1530.0,1563.0,1342.0
Victoria,1492.0,1525.0,1317.0
Victoria,1492.0,1525.0,317.0
Victoria,1492.0,1525.0,1317.0
Victoria,1530.0,1563.0,1342.0
Valdivia,,,
Valdivia,1550.0,1585.0,1379.0
Valdivia,1544.0,1579.0,1371.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,,,1383.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1550.0,1586.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,,1575.0,1387.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1552.0,1587.0,1379.0
Valdivia,1550.0,1585.0,1379.0
Corral,,1691.0,1599.0
Lanco,1550.0,1582.0,1359.0
Lanco,1554.0,1590.0,1365.0
Lanco,1560.0,1594.0,1365.0
Los Lagos,1552.0,1585.0,1378.0
Los Lagos,1552.0,1585.0,1378.0
Los Lagos,1553.0,,1379.0
Los Lagos,1552.0,1585.0,1363.0
Máfil,1559.0,1591.0,1385.0
Mariquina,1550.0,1582.0,1358.0
Mariquina,1562.0,1596.0,1394.0
Mariquina,1550.0,1582.0,1359.0
Paillaco,1552.0,1585.0,1363.0
Paillaco,1552.0,1585.0,1363.0
Paillaco,1552.0,1585.0,1363.0
Paillaco,1552.0,1585.0,1363.0
Panguipulli,1560.0,1594.0,1389.0
Panguipulli,1907.0,1947.0,1779.0
Panguipulli,1570.0,1597.0,1389.0
Panguipulli,1542.0,1574.0,1367.0
La Unión,1558.0,1587.0,1379.0
La Unión,1554.0,1587.0,1381.0
La Unión,1561.0,1590.0,1384.0
La Unión,1554.0,1587.0,1381.0
La Unión,1554.0,1588.0,1381.0
Futrono,1594.0,1622.0,1385.0
Futrono,1686.0,1720.0,1500.0
Lago Ranco,1572.0,1608.0,1396.0
Río Bueno,1555.0,1588.0,1379.0
Río Bueno,1555.0,1588.0,1379.0
Río Bueno,1555.0,1589.0,1379.0
Puerto Montt,,,
Puerto Montt,1553.0,1582.0,1381.0
Puerto Montt,1551.0,1578.0,1381.0
Puerto Montt,1554.0,1583.0,1381.0
Puerto Montt,,,
Puerto Montt,1556.0,1584.0,1384.0
Puerto Montt,1555.0,1583.0,1384.0
Puerto Montt,1552.0,1581.0,1383.0
Puerto Montt,1551.0,1579.0,1380.0
Puerto Montt,1551.0,1578.0,1381.0
Puerto Montt,1553.0,1581.0,1382.0
Puerto Montt,1554.0,1583.0,1381.0
Puerto Montt,1556.0,1583.0,1386.0
Puerto Montt,1556.0,1584.0,1384.0
Puerto Montt,1556.0,1584.0,1384.0
Puerto Montt,1552.0,1580.0,1379.0
Puerto Montt,1542.0,1569.0,1382.0
Puerto Montt,1553.0,1582.0,1381.0
Puerto Montt,1544.0,1570.0,1383.0
Puerto Montt,1552.0,1582.0,1383.0
Puerto Montt,1551.0,1578.0,1381.0
Puerto Montt,1542.0,1569.0,1382.0
Puerto Montt,1552.0,1581.0,1383.0
Puerto Montt,1551.0,1579.0,1380.0
Puerto Montt,1645.0,1677.0,1497.0
Puerto Montt,1542.0,1569.0,1382.0
Puerto Montt,1548.0,1576.0,1375.0
Puerto Montt,1556.0,1583.0,1382.0
Puerto Montt,1554.0,1582.0,1381.0
Puerto Montt,1555.0,1583.0,1384.0
Calbuco,1553.0,1581.0,1378.0
Calbuco,1553.0,1580.0,1378.0
Fresia,1551.0,1582.0,1377.0
Fresia,1551.0,1582.0,1377.0
Frutillar,1549.0,1582.0,1378.0
Frutillar,,,
Frutillar,1549.0,1582.0,1378.0
Frutillar,1549.0,1582.0,1378.0
Los Muermos,1555.0,1582.0,1381.0
Los Muermos,1555.0,1582.0,1382.0
Llanquihue,1555.0,1584.0,1382.0
Llanquihue,1555.0,1584.0,1382.0
Maullín,1556.0,1589.0,1381.0
Puerto Varas,1557.0,1584.0,1384.0
Puerto Varas,1557.0,1586.0,1390.0
Puerto Varas,1557.0,1584.0,1384.0
Puerto Varas,1557.0,1584.0,1385.0
Puerto Varas,1551.0,1579.0,1381.0
Puerto Varas,1557.0,1584.0,1384.0
Puerto Varas,1558.0,1586.0,1384.0
Puerto Varas,1557.0,1584.0,1384.0
Castro,1570.0,1603.0,1398.0
Castro,1572.0,1604.0,1398.0
Castro,1666.0,1703.0,1514.0
Castro,1571.0,1604.0,1397.0
Castro,1571.0,1604.0,1397.0
Castro,1571.0,1604.0,1397.0
Ancud,1564.0,1596.0,1378.0
Ancud,,,
Ancud,1564.0,1596.0,1378.0
Ancud,1564.0,1596.0,1378.0
Ancud,1566.0,1597.0,1379.0
Chonchi,1568.0,1600.0,1394.0
Chonchi,1570.0,1601.0,1395.0
Dalcahue,1665.0,1702.0,1514.0
Dalcahue,1599.0,1645.0,1427.0
Dalcahue,1572.0,1608.0,1399.0
Puqueldón,1833.0,1864.0,1689.0
Quellón,1562.0,1587.0,1398.0
Quellón,1562.0,1587.0,1398.0
Quellón,1562.0,1587.0,1398.0
Quemchi,1595.0,1624.0,1423.0
Quinchao,1617.0,1644.0,1440.0
Quinchao,1618.0,1645.0,1441.0
Osorno,,,
Osorno,1552.0,1582.0,1378.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1585.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1549.0,1580.0,1374.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1585.0,1379.0
Osorno,1555.0,1586.0,1380.0
Osorno,1561.0,1590.0,1384.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Osorno,1555.0,1586.0,1380.0
Puerto Octay,1574.0,1599.0,1394.0
Purranque,1559.0,1590.0,1382.0
Purranque,1561.0,1591.0,1383.0
Purranque,1559.0,1590.0,1382.0
Río Negro,1559.0,1590.0,1382.0
San Pablo,,,
San Pablo,1561.0,1590.0,1384.0
San Pablo,1565.0,1594.0,1388.0
Chaitén,1729.0,1766.0,1605.0
Futaleufú,,1736.0,1576.0
Hualaihué,1622.0,1643.0,1447.0
Palena,,1741.0,1595.0
Coihaique,1568.0,1611.0,1441.0
Coihaique,1566.0,1609.0,1440.0
Río Ibáñez,1635.0,1681.0,1530.0
Coihaique,1568.0,1611.0,1441.0
Coihaique,1661.0,1710.0,1557.0
Coihaique,1568.0,1511.0,1442.0
Coihaique,1659.0,1708.0,1556.0
Coihaique,1568.0,1611.0,1441.0
Aysén,1569.0,1605.0,1426.0
Aysén,1565.0,1601.0,1422.0
Aysén,1627.0,1662.0,1494.0
Aysén,1569.0,1605.0,1426.0
Cisnes,1662.0,1701.0,1540.0
Cisnes,,,1530.0
Cisnes,1650.0,1682.0,1516.0
Cisnes,1662.0,1701.0,1540.0
Cochrane,1688.0,1726.0,1568.0
O’Higgins,,1785.0,1643.0
Tortel,1731.0,,1615.0
Chile Chico,1658.0,1696.0,1532.0
Chile Chico,1662.0,1702.0,1546.0
Río Ibáñez,1618.0,1661.0,1497.0
Punta Arenas,,,
Punta Arenas,1549.0,1592.0,1447.0
Punta Arenas,1549.0,1592.0,1447.0
Punta Arenas,1557.0,1599.0,1457.0
Punta Arenas,1557.0,1599.0,1457.0
Punta Arenas,1555.0,1595.0,1453.0
